"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002645","GO:0002645","positive regulation of tolerance induction","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"15930/12501/20371",3
"GO:0010898","GO:0010898","positive regulation of triglyceride catabolic process","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"67758/11808/66113",3
"GO:0031943","GO:0031943","regulation of glucocorticoid metabolic process","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"22417/50781/14419",3
"GO:0032342","GO:0032342","aldosterone biosynthetic process","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"22417/50781/58226",3
"GO:0035744","GO:0035744","T-helper 1 cell cytokine production","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"16182/16963/16160",3
"GO:0060900","GO:0060900","embryonic camera-type eye formation","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"19130/20897/20666",3
"GO:0071600","GO:0071600","otic vesicle morphogenesis","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"14174/14165/21380",3
"GO:0120188","GO:0120188","regulation of bile acid secretion","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"382044/104158/13897",3
"GO:1900246","GO:1900246","positive regulation of RIG-I signaling pathway","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"231655/234311/80861",3
"GO:1990961","GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane","3/790","11/28928",0.272727272727273,9.98665132336018,4.99500868318098,0.00284132121449039,0.0217112558489229,0.0159571124041773,"18671/26357/12780",3
"GO:0033628","GO:0033628","regulation of cell adhesion mediated by integrin","6/790","52/28928",0.115384615384615,4.22512171372931,3.90029894263288,0.00284609643593462,0.0217112558489229,0.0159571124041773,"57816/14234/12501/20304/78473/13078",6
"GO:0048806","GO:0048806","genitalia development","6/790","52/28928",0.115384615384615,4.22512171372931,3.90029894263288,0.00284609643593462,0.0217112558489229,0.0159571124041773,"20423/21386/104271/20897/14165/18095",6
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","20/790","368/28928",0.0543478260869565,1.99009356081453,3.20287267704176,0.00298617436290951,0.0227430892607398,0.0167154785645376,"102639543/623121/236312/100033459/100040462/15950/12578/22417/56221/20617/11808/66113/76884/20304/18053/12775/50779/18095/54483/19876",20
"GO:0007498","GO:0007498","mesoderm development","10/790","130/28928",0.0769230769230769,2.81674780915287,3.47859435934053,0.00307003807297059,0.0233441542360179,0.0171572430317553,"27217/16870/18124/20423/21386/21909/100038489/14234/15110/21380",10
"GO:0007517","GO:0007517","muscle organ development","21/790","395/28928",0.0531645569620253,1.94676494151578,3.17457526540277,0.00308361005790197,0.0234096570633651,0.0172053856166912,"12372/19130/329828/18507/20423/69852/66797/20928/14174/14234/20897/16716/22634/15110/18858/14422/20666/20474/65256/17263/21380",21
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","11/790","152/28928",0.0723684210526316,2.64996668887408,3.41743598923224,0.00313509545325028,0.0236979325954397,0.0174172593609231,"12372/19130/17996/21916/232664/23966/50876/109272/18858/20474/225288",11
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis","11/790","152/28928",0.0723684210526316,2.64996668887408,3.41743598923224,0.00313509545325028,0.0236979325954397,0.0174172593609231,"12372/19130/17996/21916/232664/23966/50876/109272/18858/20474/225288",11
"GO:0072538","GO:0072538","T-helper 17 type immune response","6/790","53/28928",0.113207547169811,4.14540243611177,3.84035867699533,0.00313663868533457,0.0236979325954397,0.0174172593609231,"30925/18761/12515/244202/16364/20371",6
"GO:0002724","GO:0002724","regulation of T cell cytokine production","5/790","37/28928",0.135135135135135,4.9483407458091,4.02673297675896,0.00316916165522517,0.0238292696432695,0.0175137880946654,"16182/16963/12010/58185/20371",5
"GO:0022617","GO:0022617","extracellular matrix disassembly","5/790","37/28928",0.135135135135135,4.9483407458091,4.02673297675896,0.00316916165522517,0.0238292696432695,0.0175137880946654,"13040/235130/546144/17228/30060",5
"GO:0036037","GO:0036037","CD8-positive, alpha-beta T cell activation","5/790","37/28928",0.135135135135135,4.9483407458091,4.02673297675896,0.00316916165522517,0.0238292696432695,0.0175137880946654,"16963/16205/545030/110168/60533",5
"GO:0061045","GO:0061045","negative regulation of wound healing","7/790","71/28928",0.0985915492957746,3.61019789623819,3.68973903434267,0.0032259184092884,0.0240660048148835,0.0176877812422638,"14061/22417/230959/18791/71753/106014/100503895",7
"GO:1900046","GO:1900046","regulation of hemostasis","7/790","71/28928",0.0985915492957746,3.61019789623819,3.68973903434267,0.0032259184092884,0.0240660048148835,0.0176877812422638,"11905/14061/21990/18791/20443/71753/100503895",7
"GO:0048704","GO:0048704","embryonic skeletal system morphogenesis","9/790","110/28928",0.0818181818181818,2.99599539700806,3.51433040789316,0.00322812801006966,0.0240660048148835,0.0176877812422638,"13345/20204/11694/18507/54352/14234/20666/20474/21380",9
"GO:0015701","GO:0015701","bicarbonate transport","4/790","23/28928",0.173913043478261,6.36829939460649,4.31551659255928,0.00323122555117242,0.0240660048148835,0.0176877812422638,"19218/12351/20533/24115",4
"GO:0150104","GO:0150104","transport across blood-brain barrier","4/790","23/28928",0.173913043478261,6.36829939460649,4.31551659255928,0.00323122555117242,0.0240660048148835,0.0176877812422638,"18671/26357/217721/12780",4
"GO:1902644","GO:1902644","tertiary alcohol metabolic process","4/790","23/28928",0.173913043478261,6.36829939460649,4.31551659255928,0.00323122555117242,0.0240660048148835,0.0176877812422638,"22417/50781/105387/58226",4
"GO:0030534","GO:0030534","adult behavior","13/790","198/28928",0.0656565656565657,2.40419383710523,3.32208297505214,0.00324956564117544,0.0241644865474495,0.017760162319031,"109294/11522/18507/21916/18124/13131/18386/66797/109648/20617/14282/18858/14169",13
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","11/790","153/28928",0.0718954248366013,2.63264664515595,3.39272672887678,0.00329686119895827,0.0244776392790581,0.0179903200479401,"20684/16963/19130/12578/22163/434341/15110/17702/195359/13078/20371",11
"GO:0007548","GO:0007548","sex differentiation","20/790","372/28928",0.0537634408602151,1.9686947053219,3.15085443660389,0.00337175518056455,0.024994392406006,0.0183701178721331,"26972/55994/20758/22417/18671/20423/57816/21386/104271/54352/20897/81897/20474/73296/14165/18095/13134/13078/14585/93837",20
"GO:1902476","GO:1902476","chloride transmembrane transport","9/790","111/28928",0.0810810810810811,2.96900444748546,3.48259068471838,0.00342996078890607,0.0253860107291763,0.018657945423236,"23844/242607/14397/14400/12723/216643/20533/224796/24115",9
"GO:1903532","GO:1903532","positive regulation of secretion by cell","21/790","399/28928",0.0526315789473684,1.92724850099933,3.12505700650806,0.00346421392322081,0.0255994024185425,0.0188147818216935,"14125/98256/18761/64292/14526/14061/58869/18167/20750/20617/170639/20666/27062/12143/18095/21943/81799/22337/58226/14419/14126",21
"GO:1903034","GO:1903034","regulation of response to wounding","12/790","177/28928",0.0677966101694915,2.48255739111779,3.31505166246227,0.00355230414337961,0.0262093440078727,0.0192630703301358,"11905/14061/22417/230959/243958/18791/14234/20443/71753/106014/100503895/11551",12
"GO:0002360","GO:0002360","T cell lineage commitment","5/790","38/28928",0.131578947368421,4.81812125249833,3.94626616950987,0.00356860075290775,0.0262475588087701,0.0192911570459696,"30925/20423/12515/16364/20371",5
"GO:0002438","GO:0002438","acute inflammatory response to antigenic stimulus","5/790","38/28928",0.131578947368421,4.81812125249833,3.94626616950987,0.00356860075290775,0.0262475588087701,0.0192911570459696,"14125/109648/12775/12511/12229",5
"GO:0007519","GO:0007519","skeletal muscle tissue development","14/790","224/28928",0.0625,2.28860759493671,3.24408418666063,0.00359755078468221,0.0264193387329229,0.0194174100631862,"12372/329828/18507/20423/66797/20928/22634/18858/14422/20666/20474/65256/17263/21380",14
"GO:0048534","GO:0048534","hematopoietic or lymphoid organ development","10/790","133/28928",0.075187969924812,2.75321214428476,3.39563014283891,0.00361713607896216,0.0265219201317691,0.0194928042699219,"20423/14255/14174/12145/12775/20474/14165/21943/21380/16994",10
"GO:0002420","GO:0002420","natural killer cell mediated cytotoxicity directed against tumor cell target","3/790","12/28928",0.25,9.15443037974684,4.73406018580427,0.0037119768457255,0.0270076343074204,0.0198497894093861,"27007/72310/16160",3
"GO:0006705","GO:0006705","mineralocorticoid biosynthetic process","3/790","12/28928",0.25,9.15443037974684,4.73406018580427,0.0037119768457255,0.0270076343074204,0.0198497894093861,"22417/50781/58226",3
"GO:0033089","GO:0033089","positive regulation of T cell differentiation in thymus","3/790","12/28928",0.25,9.15443037974684,4.73406018580427,0.0037119768457255,0.0270076343074204,0.0198497894093861,"20423/67596/16186",3
"GO:0033632","GO:0033632","regulation of cell-cell adhesion mediated by integrin","3/790","12/28928",0.25,9.15443037974684,4.73406018580427,0.0037119768457255,0.0270076343074204,0.0198497894093861,"12501/20304/78473",3
"GO:0034650","GO:0034650","cortisol metabolic process","3/790","12/28928",0.25,9.15443037974684,4.73406018580427,0.0037119768457255,0.0270076343074204,0.0198497894093861,"22417/50781/58226",3
"GO:0055001","GO:0055001","muscle cell development","15/790","249/28928",0.0602409638554217,2.20588683849321,3.20215874126331,0.00372244241331054,0.0270421124240806,0.0198751297760078,"12372/19130/17996/329828/21916/21386/66797/50876/109272/17268/18858/20474/65256/18092/225288",15
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","6/790","55/28928",0.109090909090909,3.99466052934407,3.72478850691926,0.0037833397181537,0.0273982761379316,0.0201368992680979,"12487/16963/14125/83408/14128/12229",6
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","6/790","55/28928",0.109090909090909,3.99466052934407,3.72478850691926,0.0037833397181537,0.0273982761379316,0.0201368992680979,"12487/16963/14125/83408/14128/12229",6
"GO:0010232","GO:0010232","vascular transport","4/790","24/28928",0.166666666666667,6.10295358649789,4.19051013756304,0.00379467865188633,0.0273982761379316,0.0201368992680979,"18671/26357/217721/12780",4
"GO:0044790","GO:0044790","suppression of viral release by host","4/790","24/28928",0.166666666666667,6.10295358649789,4.19051013756304,0.00379467865188633,0.0273982761379316,0.0201368992680979,"76681/434219/20128/209387",4
"GO:0097553","GO:0097553","calcium ion transmembrane import into cytosol","13/790","202/28928",0.0643564356435644,2.35658603835067,3.24193333864079,0.00385133073738743,0.0277648606747228,0.0204063277479572,"16963/12372/14061/329693/83408/20617/54368/12478/23832/246788/12482/14126/12766",13
"GO:0001657","GO:0001657","ureteric bud development","9/790","113/28928",0.079646017699115,2.91645569620253,3.4201670955339,0.00386329057370026,0.0277662984612064,0.0204073844772727,"22420/55994/22417/20423/14234/14561/20474/218772/12705",9
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","9/790","113/28928",0.079646017699115,2.91645569620253,3.4201670955339,0.00386329057370026,0.0277662984612064,0.0204073844772727,"16170/244202/18985/81897/327957/18126/11629/16149/12229",9
"GO:0007584","GO:0007584","response to nutrient","12/790","179/28928",0.0670391061452514,2.45481931970865,3.27146919037547,0.00388812153637337,0.02790229467288,0.020507337554668,"11905/14067/65969/70789/79235/18619/18671/20750/12501/22337/12263/13078",12
"GO:0031589","GO:0031589","cell-substrate adhesion","20/790","377/28928",0.0530503978779841,1.9425846959675,3.08673273756327,0.00391134011800437,0.0280263247909206,0.0205984959173555,"329278/140476/18167/329872/12578/22417/230959/20750/109648/16411/234199/12554/12501/78473/56838/15117/16421/11815/30060/54156",20
"GO:1901342","GO:1901342","regulation of vasculature development","18/790","326/28928",0.0552147239263804,2.02183738448396,3.10893052641699,0.00399428994440415,0.0285093579134648,0.0209535105643669,"20684/329278/23797/319909/22417/20423/56221/16411/100038489/14234/18054/20304/18053/217369/17228/106014/13078/12766",18
"GO:0002418","GO:0002418","immune response to tumor cell","5/790","39/28928",0.128205128205128,4.69457968192145,3.86856338840314,0.00400290222291978,0.0285093579134648,0.0209535105643669,"16963/27007/72310/16160/60533",5
"GO:0030431","GO:0030431","sleep","5/790","39/28928",0.128205128205128,4.69457968192145,3.86856338840314,0.00400290222291978,0.0285093579134648,0.0209535105643669,"19215/18167/19218/11657/217369",5
"GO:0048048","GO:0048048","embryonic eye morphogenesis","5/790","39/28928",0.128205128205128,4.69457968192145,3.86856338840314,0.00400290222291978,0.0285093579134648,0.0209535105643669,"19130/20897/216616/20666/218772",5
"GO:0035051","GO:0035051","cardiocyte differentiation","13/790","203/28928",0.0640394088669951,2.34497724013219,3.22219312199785,0.0040150542541188,0.0285099040420285,0.0209539119522433,"20671/19130/17996/21386/50501/23966/20679/244810/17268/65256/218772/18092/225288",13
"GO:0071248","GO:0071248","cellular response to metal ion","13/790","203/28928",0.0640394088669951,2.34497724013219,3.22219312199785,0.0040150542541188,0.0285099040420285,0.0209539119522433,"12010/20423/19415/20617/20928/14282/12176/17752/17751/81897/432530/20500/18164",13
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","12/790","180/28928",0.0666666666666667,2.44118143459916,3.24989795153939,0.00406534655904743,0.0287719746150611,0.0211465258489615,"69453/20339/16963/19218/56221/76527/20306/20304/12775/12458/11629/16149",12
"GO:0060986","GO:0060986","endocrine hormone secretion","7/790","74/28928",0.0945945945945946,3.46383852206637,3.55585233878896,0.00407024122042796,0.0287719746150611,0.0211465258489615,"58869/20750/21386/18095/81799/22337/14419",7
"GO:0140895","GO:0140895","cell surface toll-like receptor signaling pathway","7/790","74/28928",0.0945945945945946,3.46383852206637,3.55585233878896,0.00407024122042796,0.0287719746150611,0.0211465258489615,"228801/23961/23960/246730/414084/327957/12475",7
"GO:0045214","GO:0045214","sarcomere organization","6/790","56/28928",0.107142857142857,3.92332730560579,3.66903329587715,0.00414141030900425,0.0292312996698327,0.0214841157875651,"12372/19130/17996/109272/20474/225288",6
"GO:0001763","GO:0001763","morphogenesis of a branching structure","15/790","252/28928",0.0595238095238095,2.1796262808921,3.15140380436062,0.00415772389267639,0.0293026451062954,0.021536552512418,"22420/14472/19130/22417/20423/21386/14234/20474/17702/14165/18095/22337/21380/104156/12705",15
"GO:0033627","GO:0033627","cell adhesion mediated by integrin","8/790","94/28928",0.0851063829787234,3.11640183140318,3.44372322213583,0.00422324895678452,0.0296317705407674,0.0217784496919036,"57816/16411/14234/12501/20304/78473/16421/13078",8
"GO:0140962","GO:0140962","multicellular organismal-level chemical homeostasis","8/790","94/28928",0.0851063829787234,3.11640183140318,3.44372322213583,0.00422324895678452,0.0296317705407674,0.0217784496919036,"73649/12010/23961/23960/246730/16541/15117/71753",8
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","8/790","94/28928",0.0851063829787234,3.11640183140318,3.44372322213583,0.00422324895678452,0.0296317705407674,0.0217784496919036,"98256/70789/56720/30956/15930/434437/18126/11720",8
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","9/790","115/28928",0.0782608695652174,2.86573472757292,3.35910211701148,0.00433832564357362,0.0303429150918954,0.0223011192977951,"69453/16963/76527/20306/20304/12775/12458/11629/16149",9
"GO:0070227","GO:0070227","lymphocyte apoptotic process","9/790","115/28928",0.0782608695652174,2.86573472757292,3.35910211701148,0.00433832564357362,0.0303429150918954,0.0223011192977951,"69169/18761/16184/22163/15930/12502/20304/16149/60533",9
"GO:0042886","GO:0042886","amide transport","21/790","407/28928",0.0515970515970516,1.88936646658166,3.02770955565622,0.0043438819572472,0.0303429150918954,0.0223011192977951,"18993/14526/14061/58869/18167/19218/18671/26357/11833/268379/18126/20304/12143/21943/56643/116838/22270/21354/21355/16149/11551",21
"GO:0002864","GO:0002864","regulation of acute inflammatory response to antigenic stimulus","4/790","25/28928",0.16,5.85883544303798,4.07239002020626,0.00442111391683725,0.0307007351695669,0.0225641061668923,"14125/109648/12775/12229",4
"GO:0032069","GO:0032069","regulation of nuclease activity","4/790","25/28928",0.16,5.85883544303798,4.07239002020626,0.00442111391683725,0.0307007351695669,0.0225641061668923,"246727/23961/23960/246730",4
"GO:0035634","GO:0035634","response to stilbenoid","4/790","25/28928",0.16,5.85883544303798,4.07239002020626,0.00442111391683725,0.0307007351695669,0.0225641061668923,"20209/234199/11808/15959",4
"GO:0043605","GO:0043605","amide catabolic process","4/790","25/28928",0.16,5.85883544303798,4.07239002020626,0.00442111391683725,0.0307007351695669,0.0225641061668923,"70789/56720/22262/30956",4
"GO:0006805","GO:0006805","xenobiotic metabolic process","10/790","137/28928",0.072992700729927,2.67282638824725,3.28852698778988,0.00446377233099559,0.0309514433876082,0.0227483690784334,"71872/56362/13101/13105/380997/223706/13078/72082/433247/12780",10
"GO:0050901","GO:0050901","leukocyte tethering or rolling","5/790","40/28928",0.125,4.57721518987342,3.79345516046093,0.00447368816914301,0.0309747148602541,0.022765472902708,"20339/319655/20443/56838/16421",5
"GO:0014003","GO:0014003","oligodendrocyte development","6/790","57/28928",0.105263157894737,3.85449700199867,3.61455415946293,0.00452390943858049,0.0312765744787366,0.0229873305371039,"20423/66797/23966/11484/20666/225908",6
"GO:0045109","GO:0045109","intermediate filament organization","7/790","76/28928",0.0921052631578947,3.37268487674883,3.47038395929919,0.00471958124023394,0.0321717064568619,0.0236452253033446,"20423/16672/16663/16664/16666/16688/16682",7
"GO:0002361","GO:0002361","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"83408/20371/16186",3
"GO:0002423","GO:0002423","natural killer cell mediated immune response to tumor cell","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"27007/72310/16160",3
"GO:0002756","GO:0002756","MyD88-independent toll-like receptor signaling pathway","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"414084/54123/60533",3
"GO:0006855","GO:0006855","xenobiotic transmembrane transport","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"76408/27404/12780",3
"GO:0032610","GO:0032610","interleukin-1 alpha production","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"16170/244202/637515",3
"GO:0032725","GO:0032725","positive regulation of granulocyte macrophage colony-stimulating factor production","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"14125/81897/16160",3
"GO:0046618","GO:0046618","xenobiotic export from cell","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"18671/26357/12780",3
"GO:0072075","GO:0072075","metanephric mesenchyme development","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"22417/20423/20474",3
"GO:2000253","GO:2000253","positive regulation of feeding behavior","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"18124/23919/109648",3
"GO:2000562","GO:2000562","negative regulation of CD4-positive, alpha-beta T cell proliferation","3/790","13/28928",0.230769230769231,8.45024342745862,4.50193449593311,0.00472832788671371,0.0321717064568619,0.0236452253033446,"16963/60533/20371",3
"GO:0097305","GO:0097305","response to alcohol","20/790","384/28928",0.0520833333333333,1.90717299578059,2.99858897952049,0.00478569309858649,0.0325151695129862,0.0238976601984697,"11522/19218/18619/18386/18671/20423/14282/382044/104158/13897/432530/20306/12775/20701/20704/13078/12475/15566/11551/20371",20
"GO:1903035","GO:1903035","negative regulation of response to wounding","8/790","96/28928",0.0833333333333333,3.05147679324894,3.37352141321938,0.00479879249320948,0.0325573249323781,0.0239286431489892,"14061/22417/230959/243958/18791/71753/106014/100503895",8
"GO:0035725","GO:0035725","sodium ion transmembrane transport","12/790","184/28928",0.0652173913043478,2.38811227297744,3.16503512601183,0.00484017050873143,0.0327219166894744,0.0240496130821456,"229706/57816/55961/14412/11944/102680/20500/192113/14169/69354/58226/329064",12
"GO:0045766","GO:0045766","positive regulation of angiogenesis","12/790","184/28928",0.0652173913043478,2.38811227297744,3.16503512601183,0.00484017050873143,0.0327219166894744,0.0240496130821456,"329278/23797/20423/56221/16411/100038489/14234/20304/217369/17228/13078/12766",12
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","9/790","117/28928",0.0769230769230769,2.81674780915287,3.29933975905381,0.00485770088930994,0.0327219166894744,0.0240496130821456,"19130/13131/20423/11925/20304/18053/20666/50779/104156",9
"GO:0072163","GO:0072163","mesonephric epithelium development","9/790","117/28928",0.0769230769230769,2.81674780915287,3.29933975905381,0.00485770088930994,0.0327219166894744,0.0240496130821456,"22420/55994/22417/20423/14234/14561/20474/218772/12705",9
"GO:0072164","GO:0072164","mesonephric tubule development","9/790","117/28928",0.0769230769230769,2.81674780915287,3.29933975905381,0.00485770088930994,0.0327219166894744,0.0240496130821456,"22420/55994/22417/20423/14234/14561/20474/218772/12705",9
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","6/790","58/28928",0.103448275862069,3.78804015713662,3.56129754564188,0.0049318017233507,0.0331737432160428,0.0243816918306902,"69169/18761/22163/15930/20304/16149",6
"GO:0032743","GO:0032743","positive regulation of interleukin-2 production","5/790","41/28928",0.121951219512195,4.46557579499846,3.72078640859896,0.0049825691134302,0.0334200161272975,0.0245626949267036,"12487/18761/12501/16364/547431",5
"GO:1900225","GO:1900225","regulation of NLRP3 inflammasome complex assembly","5/790","41/28928",0.121951219512195,4.46557579499846,3.72078640859896,0.0049825691134302,0.0334200161272975,0.0245626949267036,"229898/20128/54483/224762/12229",5
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","14/790","233/28928",0.0600858369098712,2.20020644320096,3.08211919828226,0.00508469104015448,0.0340091316294886,0.0249956768948091,"19130/22417/27273/15465/26367/50781/11833/382044/104158/13897/11808/66113/103142/16149",14
"GO:0035050","GO:0035050","embryonic heart tube development","8/790","97/28928",0.0824742268041237,3.0200182696072,3.3391039721641,0.00510818277644126,0.0340091316294886,0.0249956768948091,"20671/20423/21386/100038489/14234/15110/65256/18092",8
"GO:0002726","GO:0002726","positive regulation of T cell cytokine production","4/790","26/28928",0.153846153846154,5.63349561830575,3.96050087057856,0.00511361360799172,0.0340091316294886,0.0249956768948091,"16182/16963/12010/58185",4
"GO:0010894","GO:0010894","negative regulation of steroid biosynthetic process","4/790","26/28928",0.153846153846154,5.63349561830575,3.96050087057856,0.00511361360799172,0.0340091316294886,0.0249956768948091,"19130/22417/15465/50781",4
"GO:0033630","GO:0033630","positive regulation of cell adhesion mediated by integrin","4/790","26/28928",0.153846153846154,5.63349561830575,3.96050087057856,0.00511361360799172,0.0340091316294886,0.0249956768948091,"14234/12501/20304/78473",4
"GO:0043373","GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","4/790","26/28928",0.153846153846154,5.63349561830575,3.96050087057856,0.00511361360799172,0.0340091316294886,0.0249956768948091,"30925/12515/16364/20371",4
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","15/790","258/28928",0.0581395348837209,2.12893729761554,3.05199950407378,0.00515293493331404,0.0342224455064823,0.0251524561035405,"67758/20617/14447/94094/76681/434219/20128/209387/12176/11808/66113/81897/76815/54483/11551",15
"GO:0051209","GO:0051209","release of sequestered calcium ion into cytosol","10/790","140/28928",0.0714285714285714,2.61555153707052,3.21068514332069,0.0051954664412782,0.0344564501906119,0.0253244424259228,"16963/12372/14061/329693/20617/54368/12478/23832/14126/12766",10
"GO:0070588","GO:0070588","calcium ion transmembrane transport","19/790","361/28928",0.0526315789473684,1.92724850099933,2.97054444247792,0.00526226731335549,0.0348505277049995,0.0256140774077405,"16963/12372/14061/329693/19218/83408/20617/54368/15465/12478/81897/23832/246788/14169/58226/12482/14126/329064/12766",19
"GO:0032677","GO:0032677","regulation of interleukin-8 production","7/790","78/28928",0.0897435897435897,3.28620577734502,3.38772649953382,0.00544401488848644,0.0360030997965176,0.026461182823763,"12481/244202/81897/18126/15511/12475/16149",7
"GO:0002040","GO:0002040","sprouting angiogenesis","10/790","141/28928",0.0709219858156028,2.59700152616931,3.18518978594275,0.00545917396321614,0.0360030997965176,0.026461182823763,"329278/23797/20423/100038489/12554/14234/16160/18053/217721/19876",10
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","10/790","141/28928",0.0709219858156028,2.59700152616931,3.18518978594275,0.00545917396321614,0.0360030997965176,0.026461182823763,"16963/12372/14061/329693/20617/54368/12478/23832/14126/12766",10
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","14/790","235/28928",0.0595744680851064,2.18148128198222,3.0471331247752,0.00547452495579939,0.0360539844369383,0.0264985814861199,"18167/12578/22417/230959/20750/109648/12554/12501/78473/56838/15117/11815/30060/54156",14
"GO:1904018","GO:1904018","positive regulation of vasculature development","12/790","187/28928",0.0641711229946524,2.34980031137887,3.1028302778991,0.00549521605011747,0.0361398470594076,0.026561687900949,"329278/23797/20423/56221/16411/100038489/14234/20304/217369/17228/13078/12766",12
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","5/790","42/28928",0.119047619047619,4.35925256178421,3.6504149094551,0.0055311404469775,0.0362247506111342,0.0266240894279653,"98256/70789/56720/21990/15930",5
"GO:0032373","GO:0032373","positive regulation of sterol transport","5/790","42/28928",0.119047619047619,4.35925256178421,3.6504149094551,0.0055311404469775,0.0362247506111342,0.0266240894279653,"382044/104158/13897/268379/27404",5
"GO:0032376","GO:0032376","positive regulation of cholesterol transport","5/790","42/28928",0.119047619047619,4.35925256178421,3.6504149094551,0.0055311404469775,0.0362247506111342,0.0266240894279653,"382044/104158/13897/268379/27404",5
"GO:0051259","GO:0051259","protein complex oligomerization","16/790","286/28928",0.0559440559440559,2.04854386120209,2.98597783159877,0.00567997765928348,0.0371479979323222,0.0273026481158444,"12503/12010/56720/229898/100038882/23961/23960/246730/20617/69137/637515/11720/16149/24115/12482/329064",16
"GO:0044703","GO:0044703","multi-organism reproductive process","15/790","261/28928",0.0574712643678161,2.10446675396479,3.00331170541088,0.00571837536794862,0.0373473976313325,0.027449200827148,"22417/18671/69852/26357/14282/100038489/67971/331046/18858/107849/22337/15013/15018/11551/17986",15
"GO:0002639","GO:0002639","positive regulation of immunoglobulin production","6/790","60/28928",0.1,3.66177215189873,3.45825317811081,0.0058276269632984,0.0376278165644163,0.0276553002101876,"12487/16963/22163/81897/69816/12229",6
"GO:0044060","GO:0044060","regulation of endocrine process","6/790","60/28928",0.1,3.66177215189873,3.45825317811081,0.0058276269632984,0.0376278165644163,0.0276553002101876,"58869/20750/170639/18095/22337/14419",6
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","7/790","79/28928",0.0886075949367089,3.24460823585964,3.34739795654483,0.00583599711845049,0.0376278165644163,0.0276553002101876,"228801/23961/23960/246730/414084/327957/12475",7
"GO:0008211","GO:0008211","glucocorticoid metabolic process","4/790","27/28928",0.148148148148148,5.42484763244257,3.85427234100404,0.00587515012604369,0.0376278165644163,0.0276553002101876,"22417/50781/58226/14419",4
