"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045861","GO:0045861","negative regulation of proteolysis","29/790","353/28928",0.0821529745042493,3.00825474235307,6.36109182939592,1.70440702617062e-07,5.15910895998568e-06,3.7917881007318e-06,"69169/11905/102639543/623121/236312/100033459/100040462/15950/16425/209378/14061/13011/20568/12578/20423/20617/18791/12047/18054/20701/20704/71907/15160/268885/433016/20861/100034684/20862/15511",29
"GO:1903706","GO:1903706","regulation of hemopoiesis","34/790","458/28928",0.074235807860262,2.71834613896413,6.21109665471611,1.72310913766364e-07,5.18249767391574e-06,3.80897809378278e-06,"12487/13345/16184/17536/12010/229323/12578/100038882/20423/74734/57816/14255/83408/93675/12515/76527/81897/67596/17268/16160/20304/12775/20259/13386/21943/75766/57757/15001/14998/14960/15511/16149/20371/16186",34
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation","15/790","105/28928",0.142857142857143,5.23110307414105,7.27775271224144,1.74740655945976e-07,5.22231251504367e-06,3.83824079049889e-06,"16963/16184/12578/20423/27027/15930/57916/20666/208154/14960/14419/60533/58205/20371/12229",15
"GO:0015850","GO:0015850","organic hydroxy compound transport","27/790","315/28928",0.0857142857142857,3.13866184448463,6.39490845167553,1.93926843359241e-07,5.75926134806502e-06,4.23288184412724e-06,"80721/14125/18167/19218/20423/20750/20617/26367/233836/11833/382044/104158/13897/11808/66113/20897/216225/268379/76408/27404/217721/27062/20519/14419/15566/12780/434794",27
"GO:0033077","GO:0033077","T cell differentiation in thymus","15/790","106/28928",0.141509433962264,5.18175304513972,7.2271636408647,1.98467272633905e-07,5.85726538360813e-06,4.30491182811833e-06,"12487/12010/12578/22417/20423/12502/12500/12501/67596/12775/12458/14998/16149/20371/16186",15
"GO:0006690","GO:0006690","icosanoid metabolic process","18/790","156/28928",0.115384615384615,4.22512171372931,6.76771424971017,2.93534013266146e-07,8.60911559405428e-06,6.32743799763637e-06,"14125/19215/64292/271844/102022/234671/234673/71903/105387/13101/13105/380997/223706/631304/13078/16149/72082/433247",18
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","26/790","303/28928",0.0858085808580858,3.14211471780089,6.2807270846024,3.18525554067261e-07,9.28443003892351e-06,6.82377356569046e-06,"69169/11905/102639543/623121/236312/100033459/100040462/15950/16425/209378/13011/20568/20617/27007/12047/18054/20701/20704/71907/15160/268885/433016/20861/100034684/20862/15511",26
"GO:0002227","GO:0002227","innate immune response in mucosa","12/790","70/28928",0.171428571428571,6.27732368896926,7.40710104294963,3.94461076106537e-07,1.14272711740802e-05,8.39869659621087e-06,"228801/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/11808",12
"GO:0050868","GO:0050868","negative regulation of T cell activation","17/790","143/28928",0.118881118881119,4.35315570505444,6.73530478531618,4.06668748505479e-07,1.17090843319687e-05,8.60582069205753e-06,"240754/16963/16184/12578/20423/83408/12515/27027/15930/234199/100043314/208154/14960/16149/60533/58205/20371",17
"GO:0120254","GO:0120254","olefinic compound metabolic process","20/790","194/28928",0.103092783505155,3.775022837009,6.49812428508075,4.14506758858007e-07,1.18056885950103e-05,8.67682188585324e-06,"79235/11522/22417/50781/104158/13897/102022/234671/234673/103142/105387/13101/13105/380997/223706/58226/631304/13078/72082/433247",20
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","32/790","432/28928",0.0740740740740741,2.71242381622128,6.00869019331618,4.15024207279059e-07,1.18056885950103e-05,8.67682188585324e-06,"13345/23797/19130/12010/13123/18124/12578/20423/71920/56221/68888/26367/100038489/12554/16160/20304/18053/20666/20474/13386/75745/14165/18092/18095/15117/57277/22337/16682/21380/19876/12766/12229",32
"GO:1903038","GO:1903038","negative regulation of leukocyte cell-cell adhesion","18/790","160/28928",0.1125,4.11949367088608,6.62991401429705,4.2944534580166e-07,1.21427600172182e-05,8.92455912453876e-06,"240754/16963/16184/12578/20423/83408/12515/27027/15930/234199/56838/100043314/208154/14960/16149/60533/58205/20371",18
"GO:0043588","GO:0043588","skin development","28/790","351/28928",0.0797720797720798,2.92107180208446,6.06746764325239,5.03087960747608e-07,1.41403651824417e-05,1.03927381364966e-05,"16870/21818/20758/20765/16447/12578/19207/20423/24099/404634/13393/18053/16664/16666/17702/14165/29820/22337/16688/16682/268885/433016/20861/100034684/20862/16994/494504/14419",28
"GO:0034340","GO:0034340","response to type I interferon","14/790","99/28928",0.141414141414141,5.17826364914972,6.97778011200191,5.08615263400842e-07,1.42111317975075e-05,1.04447494452356e-05,"20684/58203/100038882/23962/231655/246728/246727/23961/23960/246730/68713/54123/434341/17858",14
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","19/790","179/28928",0.106145251396648,3.88679725620536,6.49157469563135,5.12351115579697e-07,1.42132424598674e-05,1.04463007178455e-05,"12010/55932/14468/14469/76074/109648/27007/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/78416/57757",19
"GO:0002385","GO:0002385","mucosal immune response","13/790","85/28928",0.152941176470588,5.6003574087863,7.11704075308319,5.1471081334971e-07,1.42132424598674e-05,1.04463007178455e-05,"16963/228801/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/11808",13
"GO:0043368","GO:0043368","positive T cell selection","10/790","48/28928",0.208333333333333,7.62869198312236,7.7013789584457,5.5753603668e-07,1.53063091000172e-05,1.12496714377843e-05,"30925/20423/12515/12502/12500/12501/16364/14998/16149/20371",10
"GO:0051100","GO:0051100","negative regulation of binding","17/790","148/28928",0.114864864864865,4.20608963393774,6.55208848115245,6.65272741177058e-07,1.81584848776767e-05,1.33459338464299e-05,"20684/13345/102639543/623121/236312/100033459/100040462/15950/16870/12010/20568/12578/20423/15110/20666/17702/15958",17
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","10/790","49/28928",0.204081632653061,7.47300439163007,7.59856349913197,6.83443144037949e-07,1.85472329088919e-05,1.3631651820285e-05,"12487/16963/18761/16184/12501/16160/208154/320484/60533/20371",10
"GO:0045061","GO:0045061","thymic T cell selection","8/790","29/28928",0.275862068965517,10.101440419031,8.21649040897138,7.70682495354561e-07,2.07952156746528e-05,1.52838507499789e-05,"12487/20423/12502/12500/12501/12775/14998/16149",8
"GO:1903901","GO:1903901","negative regulation of viral life cycle","9/790","39/28928",0.230769230769231,8.45024342745862,7.80108738733931,8.20560269875611e-07,2.20152590588218e-05,1.61805455130376e-05,"76681/434219/20128/209387/68713/69550/12265/224762/16149",9
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","27/790","339/28928",0.079646017699115,2.91645569620253,5.94727172493059,8.26161540702545e-07,2.20403095773865e-05,1.61989568819286e-05,"16182/20849/12487/30925/14125/19215/18124/12515/72310/16797/12478/18985/16160/20556/12775/16364/17079/13421/321019/12458/57757/15000/14999/16149/14126/20371/12229",27
"GO:0072676","GO:0072676","lymphocyte migration","14/790","103/28928",0.135922330097087,4.97716603170702,6.77526531676466,8.3285509112773e-07,2.20940547208154e-05,1.62384579269552e-05,"16963/13123/12515/27007/20306/20304/12775/321019/16421/11815/71223/12458/11629/12766",14
"GO:0002251","GO:0002251","organ or tissue specific immune response","13/790","89/28928",0.146067415730337,5.34865595221163,6.88459797896239,8.86143774573754e-07,2.3376373762778e-05,1.71809234035264e-05,"16963/228801/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/11808",13
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium","16/790","136/28928",0.117647058823529,4.30796723752792,6.47908037824806,1.02138977052825e-06,2.67944583135245e-05,1.9693111540536e-05,"14061/12010/109648/66298/634825/382059/100041759/13237/13239/626682/626708/100041952/503491/81897/16160/78416",16
"GO:0002263","GO:0002263","cell activation involved in immune response","27/790","343/28928",0.0787172011661808,2.88244455105731,5.87650060362677,1.03640391797811e-06,2.70381176833848e-05,1.98721937631511e-05,"16182/20849/12487/30925/14125/19215/18124/12515/72310/16797/12478/18985/16160/20556/12775/16364/17079/13421/321019/12458/57757/15000/14999/16149/14126/20371/12229",27
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","18/790","170/28928",0.105882352941176,3.87717051377513,6.30419085500942,1.05380159754215e-06,2.73409403494178e-05,2.00947592081925e-05,"102639543/623121/236312/100033459/100040462/15950/21916/18386/20617/20128/50876/327959/20259/20741/54483/224762/22153/225288",18
"GO:0032693","GO:0032693","negative regulation of interleukin-10 production","7/790","22/28928",0.318181818181818,11.6510932105869,8.37394602650927,1.31509059631405e-06,3.3566798896189e-05,2.46705757954335e-05,"19074/15930/16160/60533/58205/20371/12229",7
"GO:0048245","GO:0048245","eosinophil chemotaxis","7/790","22/28928",0.318181818181818,11.6510932105869,8.37394602650927,1.31509059631405e-06,3.3566798896189e-05,2.46705757954335e-05,"16963/56221/20299/20306/20307/20304/20303",7
"GO:0097202","GO:0097202","activation of cysteine-type endopeptidase activity","7/790","22/28928",0.318181818181818,11.6510932105869,8.37394602650927,1.31509059631405e-06,3.3566798896189e-05,2.46705757954335e-05,"102639543/623121/236312/100033459/100040462/15950/76884",7
"GO:0018149","GO:0018149","peptide cross-linking","8/790","31/28928",0.258064516129032,9.44973458554512,7.88707855280534,1.34961288924105e-06,3.42627530268616e-05,2.51820809045147e-05,"21818/16447/331046/268885/433016/20861/100034684/20862",8
"GO:0032732","GO:0032732","positive regulation of interleukin-1 production","12/790","79/28928",0.151898734177215,5.56218554718795,6.80361514052213,1.51704460605005e-06,3.83074044372637e-05,2.81547766177709e-05,"102639543/623121/236312/100033459/100040462/15950/229898/16170/244202/637515/12775/54483",12
"GO:0052548","GO:0052548","regulation of endopeptidase activity","25/790","310/28928",0.0806451612903226,2.95304205798285,5.7928386723349,1.67027075213668e-06,4.17369717988292e-05,3.06754042713257e-05,"69169/102639543/623121/236312/100033459/100040462/15950/13011/12578/20617/12047/76884/18053/20701/20704/71907/18095/54483/15160/20861/20862/19876/16912/16913/15511",25
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","17/790","158/28928",0.107594936708861,3.93988142925813,6.20879124747949,1.67053953197347e-06,4.17369717988292e-05,3.06754042713257e-05,"19215/64292/271844/102022/234671/234673/71903/105387/13101/13105/380997/223706/631304/13078/16149/72082/433247",17
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","10/790","54/28928",0.185185185185185,6.78105954055321,7.12474748876636,1.75964719103424e-06,4.37318633477036e-05,3.21415888578387e-05,"12487/16963/18761/16184/12501/16160/208154/320484/60533/20371",10
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","32/790","463/28928",0.0691144708423326,2.53081444623671,5.56385859903355,1.86011824806682e-06,4.58636134725763e-05,3.37083603332852e-05,"102639543/623121/236312/100033459/100040462/15950/229898/14469/21916/18386/100038882/56221/20617/75305/93675/20128/67971/14234/17392/50876/76884/327959/78473/20259/20741/54483/15511/193740/224762/22153/225288/12229",32
"GO:0034308","GO:0034308","primary alcohol metabolic process","14/790","110/28928",0.127272727272727,4.66043728423475,6.44489765530262,1.86484832417083e-06,4.58636134725763e-05,3.37083603332852e-05,"79235/11522/22417/56362/50781/104158/13897/102022/234671/234673/103142/105387/58226/13078",14
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","24/790","292/28928",0.0821917808219178,3.00967574128663,5.78335524487816,1.92518609518245e-06,4.71022214582982e-05,3.4618699513589e-05,"102639543/623121/236312/100033459/100040462/15950/57816/83408/93675/272382/76527/16160/20304/12775/13386/16364/21943/321019/75766/24108/12326/16149/74481/17986",24
"GO:0030224","GO:0030224","monocyte differentiation","9/790","43/28928",0.209302325581395,7.66417427141596,7.32762133047325,1.98035797640622e-06,4.77104610438275e-05,3.50657371010275e-05,"102639543/623121/236312/100033459/100040462/15950/76527/75766/16149",9
"GO:0042832","GO:0042832","defense response to protozoan","9/790","43/28928",0.209302325581395,7.66417427141596,7.32762133047325,1.98035797640622e-06,4.77104610438275e-05,3.50657371010275e-05,"55932/14468/14469/76074/72310/27027/16160/16364/74481",9
"GO:0048520","GO:0048520","positive regulation of behavior","9/790","43/28928",0.209302325581395,7.66417427141596,7.32762133047325,1.98035797640622e-06,4.77104610438275e-05,3.50657371010275e-05,"18167/19218/18619/18124/23919/11657/109648/20897/217369",9
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","15/790","127/28928",0.118110236220472,4.32492773846307,6.29214784805263,2.10266237683187e-06,5.03998565654828e-05,3.70423609746978e-05,"12487/16963/18761/16184/20423/83408/12515/12501/16160/12775/208154/320484/60533/20371/16186",15
"GO:0031295","GO:0031295","T cell costimulation","8/790","33/28928",0.242424242424242,8.87702339854239,7.5862366608226,2.26326940462258e-06,5.37043122041599e-05,3.94710353189138e-05,"12487/24099/12501/12775/72049/12507/60533/58205",8
"GO:0035455","GO:0035455","response to interferon-alpha","8/790","33/28928",0.242424242424242,8.87702339854239,7.5862366608226,2.26326940462258e-06,5.37043122041599e-05,3.94710353189138e-05,"15951/23961/23960/246730/68713/69550/15958/15957",8
"GO:0046942","GO:0046942","carboxylic acid transport","28/790","381/28928",0.073490813648294,2.69106614837702,5.56751604199659,2.52883427940747e-06,5.97057773368104e-05,4.38819295747707e-05,"71781/98256/64292/271844/229706/242607/18671/26357/20617/14412/26367/11833/11988/382044/104158/13897/102680/216225/16204/20500/18126/76408/50934/21943/69354/20519/24115/12780",28
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","17/790","163/28928",0.104294478527607,3.81902617069193,6.04754838193481,2.57145784496284e-06,6.02880400551886e-05,4.43098749552948e-05,"69169/102639543/623121/236312/100033459/100040462/15950/13011/20617/12047/20701/20704/71907/15160/20861/20862/15511",17
"GO:0006968","GO:0006968","cellular defense response","6/790","16/28928",0.375,13.7316455696203,8.53540424420392,2.57903093840493e-06,6.02880400551886e-05,4.43098749552948e-05,"12010/22163/16797/20295/18947/20400",6
"GO:0015849","GO:0015849","organic acid transport","28/790","383/28928",0.0731070496083551,2.67701358363354,5.5359170553508,2.79666442210438e-06,6.50534453259944e-05,4.78123028243616e-05,"71781/98256/64292/271844/229706/242607/18671/26357/20617/14412/26367/11833/11988/382044/104158/13897/102680/216225/16204/20500/18126/76408/50934/21943/69354/20519/24115/12780",28
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","8/790","34/28928",0.235294117647059,8.61593447505584,7.4452186052072,2.88904260262638e-06,6.68728390666754e-05,4.91495018620185e-05,"76681/434219/20128/209387/68713/12265/224762/16149",8
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","19/790","202/28928",0.0940594059405941,3.44424113297406,5.84118263984182,3.1870803967218e-06,7.34116762600993e-05,5.39553482310233e-05,"13345/12481/246728/246727/23961/23960/246730/14255/20128/17394/81897/16160/20303/12775/110168/12475/60533/20371/12229",19
"GO:0019835","GO:0019835","cytolysis","5/790","10/28928",0.5,18.3088607594937,9.17282247165198,3.37266154536128e-06,7.69357865565021e-05,5.65454620648672e-05,"229898/55932/14468/14469/56838",5
"GO:0048752","GO:0048752","semicircular canal morphogenesis","5/790","10/28928",0.5,18.3088607594937,9.17282247165198,3.37266154536128e-06,7.69357865565021e-05,5.65454620648672e-05,"18124/21386/14174/14165/21380",5
"GO:0009913","GO:0009913","epidermal cell differentiation","22/790","261/28928",0.0842911877394636,3.08655123914836,5.67383648079787,3.39282471150274e-06,7.70236456140189e-05,5.66100357987071e-05,"140476/21818/20758/20765/16447/12578/19207/80857/404634/13393/16664/16666/17702/22337/16688/16682/268885/433016/20861/100034684/20862/224796",22
"GO:0008544","GO:0008544","epidermis development","29/790","409/28928",0.0709046454767726,2.59636656247098,5.44810865834495,3.40941345099506e-06,7.70299058162615e-05,5.66146368568658e-05,"16870/140476/21818/20758/20765/16447/12578/19207/20423/80857/404634/13393/18053/16664/16666/17702/14165/29820/22337/16688/16682/268885/433016/20861/100034684/20862/224796/494504/14419",29
"GO:0031294","GO:0031294","lymphocyte costimulation","8/790","35/28928",0.228571428571429,8.36976491862568,7.30987531265698,3.6557262263412e-06,8.22016154323006e-05,6.04156860563756e-05,"12487/24099/12501/12775/72049/12507/60533/58205",8
"GO:0072678","GO:0072678","T cell migration","11/790","72/28928",0.152777777777778,5.5943741209564,6.54023225803321,3.89899878063385e-06,8.72562665504883e-05,6.41307008218997e-05,"16963/12515/20304/12775/321019/16421/11815/71223/12458/11629/12766",11
"GO:0007162","GO:0007162","negative regulation of cell adhesion","25/790","326/28928",0.0766871165644172,2.80810747844995,5.50114981126345,4.10071381158657e-06,9.13375972561876e-05,6.71303547010969e-05,"240754/16963/16184/12578/13131/230959/20423/83408/12515/27027/15930/234199/12554/14422/56838/11815/30060/100043314/208154/14960/13078/16149/60533/58205/20371",25
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","15/790","134/28928",0.111940298507463,4.09899867749858,6.02478316039976,4.13025898487191e-06,9.15637696082871e-05,6.72965844977647e-05,"16182/13345/16963/14125/19074/12010/18124/83408/69550/81897/215900/327957/58185/16149/20371",15
"GO:0030216","GO:0030216","keratinocyte differentiation","17/790","169/28928",0.100591715976331,3.68343944273837,5.86228450699935,4.21565006915722e-06,9.3020091712899e-05,6.83669369307002e-05,"21818/20758/20765/16447/12578/404634/16664/16666/17702/22337/16688/16682/268885/433016/20861/100034684/20862",17
"GO:0032729","GO:0032729","positive regulation of type II interferon production","12/790","87/28928",0.137931034482759,5.0507202095155,6.34023487303065,4.30530872296264e-06,9.45565943713004e-05,6.94962196308828e-05,"16182/30925/12481/100038882/14255/27007/12501/81897/16160/72049/110558/12475",12
"GO:0071346","GO:0071346","cellular response to type II interferon","14/790","118/28928",0.11864406779661,4.34447543445613,6.09980589970669,4.33240452707809e-06,9.4711176744735e-05,6.96098329716202e-05,"229898/55932/14468/14469/76074/434341/16160/18126/20304/12265/547253/11629/15018/110558",14
"GO:0072677","GO:0072677","eosinophil migration","7/790","26/28928",0.269230769230769,9.85861733203505,7.57194234025757,4.6112705645121e-06,9.98826587414042e-05,7.34107148778193e-05,"16963/56221/20299/20306/20307/20304/20303",7
"GO:2000561","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","7/790","26/28928",0.269230769230769,9.85861733203505,7.57194234025757,4.6112705645121e-06,9.98826587414042e-05,7.34107148778193e-05,"12487/16963/18761/16184/12501/60533/20371",7
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","19/790","208/28928",0.0913461538461538,3.34488802336904,5.6869602010437,4.89740947811366e-06,0.000105596198884259,7.76099930273527e-05,"13345/12481/246728/246727/23961/23960/246730/14255/20128/17394/81897/16160/20303/12775/110168/12475/60533/20371/12229",19
"GO:0001562","GO:0001562","response to protozoan","9/790","48/28928",0.1875,6.86582278481013,6.81505857926876,5.21335839327094e-06,0.000111897628786479,8.22413522613124e-05,"55932/14468/14469/76074/72310/27027/16160/16364/74481",9
"GO:0045059","GO:0045059","positive thymic T cell selection","6/790","18/28928",0.333333333333333,12.2059071729958,7.96852350562393,5.70542015737071e-06,0.000121904950149794,8.95964289538044e-05,"20423/12502/12500/12501/14998/16149",6
"GO:0035739","GO:0035739","CD4-positive, alpha-beta T cell proliferation","7/790","27/28928",0.259259259259259,9.4934833567745,7.39826559015849,6.07877905569674e-06,0.000129297273427928,9.50295616246191e-05,"12487/16963/18761/16184/12501/60533/20371",7
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation","13/790","107/28928",0.121495327102804,4.44888205370874,5.98872456505945,7.27774181364667e-06,0.00015410536701363,0.000113262755532656,"16182/20849/30925/16205/83408/12515/16160/12775/58185/16364/321019/20371/16186",13
"GO:0002367","GO:0002367","cytokine production involved in immune response","16/790","158/28928",0.10126582278481,3.7081236981253,5.71933770752624,7.36471652188675e-06,0.000155250854537273,0.000114104654006864,"16182/13345/16963/14125/19074/12010/18124/83408/69550/81897/215900/16160/327957/58185/16149/20371",16
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","12/790","92/28928",0.130434782608696,4.77622454595487,6.07858993906485,7.77713099497024e-06,0.00016249386087721,0.00011942804327162,"58203/100038882/23962/231655/246728/246727/23961/23960/246730/68713/54123/434341",12
"GO:0071357","GO:0071357","cellular response to type I interferon","12/790","92/28928",0.130434782608696,4.77622454595487,6.07858993906485,7.77713099497024e-06,0.00016249386087721,0.00011942804327162,"58203/100038882/23962/231655/246728/246727/23961/23960/246730/68713/54123/434341",12
"GO:0001773","GO:0001773","myeloid dendritic cell activation","8/790","39/28928",0.205128205128205,7.51132749107433,6.81795638760526,8.67725386187263e-06,0.000180393893755738,0.000132584022763028,"83408/27007/27027/16364/75766/24108/12326/74481",8
"GO:0032655","GO:0032655","regulation of interleukin-12 production","10/790","64/28928",0.15625,5.72151898734177,6.33595523746143,8.71025154093778e-06,0.000180393893755738,0.000132584022763028,"14255/16170/15930/81897/16160/327957/12775/54483/100043314/16994",10
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","18/790","199/28928",0.0904522613065327,3.31215571528529,5.48405741833273,9.89212264469498e-06,0.000203976432874453,0.000149916471429829,"13345/12481/246728/246727/23961/23960/246730/14255/20128/17394/81897/16160/20303/12775/110168/12475/20371/12229",18
"GO:0039532","GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","10/790","65/28928",0.153846153846154,5.63349561830575,6.26633099489673,1.00442398580484e-05,0.000206212611346542,0.000151559994562863,"102639543/623121/236312/100033459/100040462/15950/20128/80861/54483/224762",10
"GO:0006869","GO:0006869","lipid transport","30/790","456/28928",0.0657894736842105,2.40906062624917,5.08184885532587,1.0183377428896e-05,0.000208164104845224,0.00015299428290303,"64292/271844/79235/18671/20423/20750/26357/11425/26367/11833/382044/104158/13897/11808/66113/20897/272636/216225/268379/16204/18126/76408/20533/27404/12684/18095/21943/11815/14419/12780",30
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion","19/790","219/28928",0.0867579908675799,3.17687994913589,5.41833851872644,1.03008720323227e-05,0.000209658266106154,0.000154092445964464,"240754/16963/16184/12578/20423/83408/12515/27027/15930/234199/14422/56838/100043314/208154/14960/16149/60533/58205/20371",19
"GO:0042572","GO:0042572","retinol metabolic process","9/790","52/28928",0.173076923076923,6.33768257059396,6.45512310359426,1.03746144461306e-05,0.000210252915942612,0.000154529495499853,"79235/11522/104158/13897/102022/234671/234673/103142/13078",9
"GO:0046632","GO:0046632","alpha-beta T cell differentiation","15/790","145/28928",0.103448275862069,3.78804015713662,5.63940945125869,1.09009560932458e-05,0.000219403974283294,0.000161255244925661,"16182/20849/30925/20423/16205/83408/12515/16160/12775/58185/16364/110168/321019/20371/16186",15
"GO:0140888","GO:0140888","interferon-mediated signaling pathway","13/790","111/28928",0.117117117117117,4.28856197970122,5.81650048137388,1.0919088089067e-05,0.000219403974283294,0.000161255244925661,"58203/100038882/23962/231655/246728/246727/23961/23960/246730/68713/54123/434341/547253",13
"GO:0002285","GO:0002285","lymphocyte activation involved in immune response","20/790","240/28928",0.0833333333333333,3.05147679324894,5.34737601851676,1.10559115015159e-05,0.000220968676356601,0.000162405253337728,"16182/20849/12487/30925/12515/72310/12478/18985/16160/20556/12775/16364/17079/321019/12458/57757/15000/14999/16149/20371",20
"GO:0046635","GO:0046635","positive regulation of alpha-beta T cell activation","11/790","80/28928",0.1375,5.03493670886076,6.05539525871687,1.10905498298421e-05,0.000220968676356601,0.000162405253337728,"12487/16963/18761/20423/83408/12501/16160/12775/320484/20371/16186",11
"GO:0032615","GO:0032615","interleukin-12 production","10/790","66/28928",0.151515151515152,5.54813962408899,6.19813706682294,1.15507754152572e-05,0.000229171266852287,0.000168433907758084,"14255/16170/15930/81897/16160/327957/12775/54483/100043314/16994",10
"GO:0051101","GO:0051101","regulation of DNA binding","13/790","112/28928",0.116071428571429,4.2502712477396,5.77471294055227,1.20483446288885e-05,0.000238043026517203,0.000174954381155893,"20684/13345/102639543/623121/236312/100033459/100040462/15950/16870/15110/20666/16364/17702",13
"GO:2000117","GO:2000117","negative regulation of cysteine-type endopeptidase activity","11/790","81/28928",0.135802469135802,4.97277699640569,5.99936106798665,1.25201150785266e-05,0.000246333264170011,0.000181047453569746,"69169/102639543/623121/236312/100033459/100040462/15950/13011/20617/12047/15511",11
"GO:0031664","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","7/790","30/28928",0.233333333333333,8.54413502109705,6.92715359590522,1.29758060678465e-05,0.000254239652499466,0.000186858408410963,"76681/434219/20128/209387/327957/17079/12475",7
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","10/790","67/28928",0.149253731343284,5.46533156999811,6.13132105006816,1.32480420696194e-05,0.000258501052284061,0.000189990407583885,"102639543/623121/236312/100033459/100040462/15950/229898/637515/12775/54483",10
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","26/790","372/28928",0.0698924731182796,2.55930311691847,5.07191493559385,1.38738048221267e-05,0.000268304129249784,0.000197195370859034,"16182/20684/16963/19130/18761/22029/12578/22163/76681/434219/20128/209387/20679/434341/432530/15110/17702/18095/21943/15511/195359/224762/77596/13078/20371/17986",26
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","26/790","372/28928",0.0698924731182796,2.55930311691847,5.07191493559385,1.38738048221267e-05,0.000268304129249784,0.000197195370859034,"12487/16184/12578/20423/74734/57816/14255/83408/93675/12515/76527/81897/67596/16160/20304/12775/13386/21943/75766/57757/15001/14998/14960/16149/20371/16186",26
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","24/790","328/28928",0.0731707317073171,2.67934547699907,5.12522085899194,1.39209046307067e-05,0.000268304129249784,0.000197195370859034,"14125/98256/19130/19215/64292/70789/271844/13123/66775/27273/30956/26367/20216/15930/382044/104158/13897/11808/66113/103142/209027/71275/268756/16149",24
"GO:0031638","GO:0031638","zymogen activation","11/790","82/28928",0.134146341463415,4.9121333744983,5.94424101440622,1.41069855024318e-05,0.000269689010293454,0.000198213216286034,"102639543/623121/236312/100033459/100040462/15950/50909/18791/21922/76884/30060",11
"GO:0042130","GO:0042130","negative regulation of T cell proliferation","11/790","82/28928",0.134146341463415,4.9121333744983,5.94424101440622,1.41069855024318e-05,0.000269689010293454,0.000198213216286034,"16963/16184/12578/20423/27027/15930/208154/14960/60533/58205/20371",11
"GO:0046596","GO:0046596","regulation of viral entry into host cell","9/790","54/28928",0.166666666666667,6.10295358649789,6.28902980425159,1.42834042017041e-05,0.000271960623550188,0.000199882782907548,"94094/76681/434219/20128/209387/68713/12265/224762/16149",9
"GO:0042180","GO:0042180","cellular ketone metabolic process","21/790","265/28928",0.0792452830188679,2.90178170527824,5.21124403693555,1.44847973906559e-05,0.0002745592851775,0.000201792720129789,"98256/19130/70789/56720/22417/27273/20617/26367/50781/15930/382044/104158/13897/56857/11808/66113/103142/105387/58226/631304/16149",21
"GO:0050878","GO:0050878","regulation of body fluid levels","26/790","373/28928",0.0697050938337802,2.55244171446024,5.05646805960326,1.45361756235441e-05,0.0002745592851775,0.000201792720129789,"69453/11905/14067/18761/14061/19218/18671/20423/12994/246728/54368/21990/27027/18791/234199/20443/20533/217369/107849/14165/15117/71753/22337/15160/100503895/11551",26
"GO:0032640","GO:0032640","tumor necrosis factor production","18/790","205/28928",0.0878048780487805,3.21521457239889,5.33330550524085,1.48542317099172e-05,0.000278340008469163,0.000204571436706755,"13345/12481/246728/246727/23961/23960/246730/14255/20128/17394/81897/16160/20303/12775/110168/12475/20371/12229",18
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","18/790","205/28928",0.0878048780487805,3.21521457239889,5.33330550524085,1.48542317099172e-05,0.000278340008469163,0.000204571436706755,"69169/102639543/623121/236312/100033459/100040462/15950/13011/12578/20617/12047/76884/18053/18095/54483/19876/16912/15511",18
